0,1,2
180350016002033,18035,18
120710104072012,12071,12
390490007301005,39049,39
150010207011007,15001,15
401450301024048,40145,40
060990036033079,06099,06
510299302023097,51029,51
131510701102007,13151,13
290950056021003,29095,29
010730024002246,01073,01
482450110013010,48245,48
261030015002003,26103,26
370970609022003,37097,37
081010002001010,08101,08
530770028022039,53077,53
060372346004029,06037,06
280819509011032,28081,28
060375334011001,06037,06
120950185003048,12095,12
490490101032049,49049,49
210099501002008,21009,21
360930214004003,36093,36
010970008003007,01097,01
440050416022008,44005,44
530110418003010,53011,53
291070906013015,29107,29
483810209001006,48381,48
060730213032117,06073,06
300930002003026,30093,30
391719501003092,39171,39
010890013021055,01089,01
280819508002003,28081,28
360050020003002,36005,36
450539503003001,45053,45
040159530003016,04015,04
330110230001009,33011,33
560250003001023,56025,56
370459502001011,37045,37
080410054003044,08041,08
120990077243008,12099,12
280330702101032,28033,28
131210092001032,13121,13
480157605021009,48015,48
550790901002013,55079,55
340311822001006,34031,34
051430110011052,05143,05
481576732002192,48157,48
400272016033014,40027,40
120570137041052,12057,12
060190058051032,06019,06
121030249051027,12103,12
260750062003049,26075,26
090053492003025,09005,09
170318263042001,17031,17
190150204002072,19015,19
110010095012005,11001,11
130237903001075,13023,13
350069461001278,35006,35
100010434001028,10001,10
060590626051022,06059,06
150030035022000,15003,15
211219305003027,21121,21
191114901001051,19111,19
550259917030001,55025,55
080930004001281,08093,08
560099564002095,56009,56
450830225003002,45083,45
551314501032036,55131,55
130159606001023,13015,13
471630426001013,47163,47
220450305002010,22045,22
450190031142009,45019,45
060855041021004,06085,06
110010078061001,11001,11
060650432163008,06065,06
040270004031019,04027,04
220330006024009,22033,22
271230419003015,27123,27
060375336033006,06037,06
010479566002029,01047,01
040190013021016,04019,04
400890986003045,40089,40
482013135003029,48201,48
060670069004006,06067,06
171635009003005,17163,17
261635857002029,26163,26
360470382001002,36047,36
020200009012009,02020,02
040050002002049,04005,04
360710015003015,36071,36
245101605001003,24510,24
370079203004039,37007,37
120190312001077,12019,12
340297361023018,34029,34
060710053002007,06071,06
551170010001002,55117,55
360470449002001,36047,36
401430014002012,40143,40
401430048001027,40143,40
060830024021009,06083,06
170313301004021,17031,17
150010210053008,15001,15
550791857002006,55079,55
060710006031008,06071,06
480291711002019,48029,48
060650427232050,06065,06
350319452003011,35031,35
180973556001013,18097,18
060372426001000,06037,06
550699606002013,55069,55
220510218041045,22051,22
040133199022028,04013,04
040132168101004,04013,04
060710042023012,06071,06
300710602004824,30071,30
470519602023076,47051,47
320310029023001,32031,32
060650451213000,06065,06
040190024002000,04019,04
060375413003002,06037,06
060372032001006,06037,06
010730107052003,01073,01
371319203006016,37131,37
211959317003005,21195,21
530779400041011,53077,53
340297202062010,34029,34
240054025031001,24005,24
511790104061020,51179,51
060371893001004,06037,06
450410022012010,45041,45
270414507021093,27041,27
120090651234006,12009,12
160399603004249,16039,16
060379201021034,06037,06
490111257022021,49011,49
261635414001009,26163,26
511076118063000,51107,51
131210113052003,13121,13
550279607003012,55027,55
390610007003052,39061,39
420430208002009,42043,42
211110127013007,21111,21
060670081113005,06067,06
371939608023020,37193,37
212090406012029,21209,21
450790103072017,45079,45
450630209051047,45063,45
060372046001002,06037,06
450070101022011,45007,45
530330262003006,53033,53
060730194062011,06073,06
220479527004028,22047,22
040134211011010,04013,04
400219781002053,40021,40
550790048004003,55079,55
040131093001016,04013,04
080310009024018,08031,08
510594402023001,51059,51
470719206003056,47071,47
390070014003036,39007,39
370270310001104,37027,37
040210003091038,04021,04
060770036012030,06077,06
040190044242049,04019,04
060372404022002,06037,06
530150010001042,53015,53
060290024001050,06029,06
371190056131009,37119,37
060670081271001,06067,06
200510727013038,20051,20
060730170492004,06073,06
350279608002124,35027,35
483999501001183,48399,48
060371911102000,06037,06
040131116021000,04013,04
550870127004034,55087,55
320310026192014,32031,32
470650116006011,47065,47
060650453031026,06065,06
350130006001005,35013,35
390170006005014,39017,39
480970002001166,48097,48
481130068001037,48113,48
120950167301024,12095,12
470039505001014,47003,47
060375427003009,06037,06
320030018013000,32003,32
040131099003023,04013,04
540610113001035,54061,54
270370607271020,27037,27
371830520012026,37183,37
040159505001022,04015,04
060710047005005,06071,06
120570135053000,12057,12
480270218001064,48027,48
483671407031061,48367,48
080310156001007,08031,08
201730093012004,20173,20
060375351011007,06037,06
350350004022007,35035,35
170978614022022,17097,17
295101083002003,29510,29
340010023001011,34001,34
530179504003015,53017,53
171279704001026,17127,17
080770007001025,08077,08
481390616001022,48139,48
484910204102015,48491,48
310550027001011,31055,31
040131141001041,04013,04
471790614021092,47179,47
040131100011005,04013,04
130950015001016,13095,13
120090611003000,12009,12
260810142001000,26081,26
121050115013009,12105,12
060470002032016,06047,06
050350301023003,05035,05
530330305042011,53033,53
120110304021001,12011,12
540550018002011,54055,54
080130132112064,08013,08
110010072002022,11001,11
191130011022005,19113,19
060710070003001,06071,06
390490040002008,39049,39
040131138021134,04013,04
120530407022004,12053,12
484530017494009,48453,48
500070024001005,50007,50
210590001001009,21059,21
401430080011021,40143,40
060650438181042,06065,06
421010086021010,42101,42
010890027211026,01089,01
371619605006000,37161,37
271450005004033,27145,27
391535054003003,39153,39
482012411011002,48201,48
490159763002099,49015,49
484999506021044,48499,48
470399550011032,47039,47
121113821063029,12111,12
090117011005038,09011,09
470370110011008,47037,47
080010602002028,08001,08
310259657003061,31025,31
060670082041033,06067,06
480291505021012,48029,48
330199758001032,33019,33
160010011001030,16001,16
051190042073005,05119,05
482014118003034,48201,48
270370607441003,27037,27
060730165042008,06073,06
421010005001010,42101,42
131850104022000,13185,13
040159538002058,04015,04
340130005002004,34013,34
450830225003090,45083,45
261635893001012,26163,26
340130005002004,34013,34
390490093614004,39049,39
540790201003047,54079,54
060376003023001,06037,06
060372287202002,06037,06
170318276003024,17031,17
250092067002008,25009,25
340010132021017,34001,34
120570138022002,12057,12
051430103011018,05143,05
260979501002018,26097,26
080130123001000,08013,08
450150206003010,45015,45
130210127003002,13021,13
180030033041011,18003,18
010770116042020,01077,01
051250101022012,05125,05
530330300051000,53033,53
060990010011011,06099,06
180030043001035,18003,18
360670043023001,36067,36
040136152001015,04013,04
060590525113005,06059,06
060133350003005,06013,06
220630407003057,22063,22
250250511011002,25025,25
212059501003018,21205,21
530330292032017,53033,53
482450003071001,48245,48
481130056002008,48113,48
060750330002008,06075,06
484530024102012,48453,48
060871012002001,06087,06
120860116003000,12086,12
051250103033002,05125,05
340297230002040,34029,34
260210005001027,26021,26
360050074003000,36005,36
401430090092016,40143,40
210170302003012,21017,21
320030051052034,32003,32
120310101012033,12031,12
530330312025008,53033,53
011170302151134,01117,01
270459601001141,27045,27
211699603001044,21169,21
080410021011053,08041,08
295101102002003,29510,29
051190046002008,05119,05
240150305063044,24015,24
240150305063044,24015,24
060610214033015,06061,06
481130137191026,48113,48
401470004002028,40147,40
301110009013029,30111,30
480291206007002,48029,48
131050002003015,13105,13
270510702001177,27051,27
060670075033002,06067,06
390351751032000,39035,39
250250705001002,25025,25
483550064002046,48355,48
060376510011006,06037,06
060371133032029,06037,06
391131301021059,39113,39
325100006004000,32510,32
221090015003004,22109,22
490351142002007,49035,49
371590502011002,37159,37
132971105062002,13297,13
060650446061076,06065,06
121030248041016,12103,12
540390112002200,54039,54
481830102002029,48183,48
450030209021014,45003,45
340110101013054,34011,34
540479538003053,54047,54
060590741082001,06059,06
421010175001005,42101,42
080310035001046,08031,08
060374044011015,06037,06
200510728002038,20051,20
040179613002022,04017,04
121050116062032,12105,12
020200010002004,02020,02
040190043231014,04019,04
060730022023010,06073,06
400272020061001,40027,40
482013410004001,48201,48
060375018042000,06037,06
060890103001055,06089,06
131839702002011,13183,13
170316714002021,17031,17
120910219002007,12091,12
121113820083054,12111,12
360470910001001,36047,36
060871231002001,06087,06
480291815031000,48029,48
290470202021024,29047,29
295101034002000,29510,29
060830028023012,06083,06
060375037031012,06037,06
370630014001007,37063,37
340130023002000,34013,34
121030247021004,12103,12
170316712001009,17031,17
280350105001052,28035,28
040190023001007,04019,04
230050140001041,23005,23
170312522021011,17031,17
220330038043021,22033,22
200910528013002,20091,20
390490011211001,39049,39
060372246002004,06037,06
250092072001005,25009,25
481677201001029,48167,48
180632106033035,18063,18
450070117003093,45007,45
290950019001015,29095,29
530530623003017,53053,53
051159509003029,05115,05
212110405023015,21211,21
350130008004007,35013,35
391535331011018,39153,39
180390026002026,18039,18
201550003001046,20155,20
121270908043067,12127,12
410510092021000,41051,41
120690304051044,12069,12
482012401001030,48201,48
370510033053007,37051,37
420950171012006,42095,42
180816104032035,18081,18
484790001082016,48479,48
040159515011006,04015,04
200079681002058,20007,20
311859697002090,31185,31
060290031233002,06029,06
130790702022007,13079,13
421010311012007,42101,42
245101504003004,24510,24
131510705021058,13151,13
060374085033027,06037,06
471570208102013,47157,47
060375316042010,06037,06
530610410002012,53061,53
060372372024003,06037,06
530110403022000,53011,53
401430030002022,40143,40
370270313004009,37027,37
482150217014026,48215,48
401499649003005,40149,40
010970057002118,01097,01
060190080005010,06019,06
240338025011006,24033,24
410170015005019,41017,41
371190061062027,37119,37
121050141053013,12105,12
060375004032006,06037,06
110010111001001,11001,11
410670308053005,41067,41
120190301022063,12019,12
480396607015010,48039,48
170318156001002,17031,17
480139601004289,48013,48
471190102021151,47119,47
120860083092013,12086,12
120990078392003,12099,12
270131702001168,27013,27
390610221021000,39061,39
170438443061005,17043,17
130570909044014,13057,13
482013307001000,48201,48
290770008001039,29077,29
484599505003014,48459,48
360470988002001,36047,36
360470305001002,36047,36
060374026002003,06037,06
210799703003009,21079,21
180259520003173,18025,18
061070004022010,06107,06
471150503021039,47115,47
420850303001019,42085,42
170978649012012,17097,17
540550018005025,54055,54
401155748003079,40115,40
240276011031002,24027,24
290950147011020,29095,29
350010002042015,35001,35
131171305051006,13117,13
040131042054017,04013,04
295101112002017,29510,29
060372079002009,06037,06
470779755003076,47077,47
270990008001001,27099,27
060650427152020,06065,06
340076012003003,34007,34
120830019001191,12083,12
270959702001206,27095,27
510719302001047,51071,51
484530017142000,48453,48
360810330001001,36081,36
060374006042011,06037,06
170312713001002,17031,17
060375776021004,06037,06
530630040005005,53063,53
131131402031037,13113,13
210759601004064,21075,21
510594811031001,51059,51
470650103051042,47065,47
060710104153008,06071,06
400013766002120,40001,40
481130015024002,48113,48
060372240201051,06037,06
180890126003001,18089,18
380350101002026,38035,38
060530005021008,06053,06
510330301004056,51033,51
482339505004062,48233,48
291892110001003,29189,29
120010021011175,12001,12
281510007013004,28151,28
320030057031028,32003,32
230159752001088,23015,23
420031208002028,42003,42
060375440023001,06037,06
060952517011013,06095,06
130311107003004,13031,13
171670003002016,17167,17
100030012002014,10003,10
220510281001020,22051,22
060790126005023,06079,06
290950112002007,29095,29
220710017372018,22071,22
060290013002019,06029,06
350130008003002,35013,35
260810106004010,26081,26
160010104014040,16001,16
420710009003003,42071,42
280330705212007,28033,28
550539601002026,55053,55
371190019101002,37119,37
240054404002016,24005,24
131210082024001,13121,13
390490094951040,39049,39
060374808031002,06037,06
483719503001142,48371,48
530330289021002,53033,53
550350009002017,55035,55
040210003092041,04021,04
060590749014013,06059,06
401214868002129,40121,40
530610516022009,53061,53
060190033011021,06019,06
060990004043001,06099,06
551270010004038,55127,55
120190309024004,12019,12
484850108002044,48485,48
060610220143007,06061,06
370350106002032,37035,37
540919648006034,54091,54
481130142062008,48113,48
290950095003005,29095,29
120690301071009,12069,12
130719706003092,13071,13
060014425004001,06001,06
391131251021033,39113,39
120310029022031,12031,12
080010087094004,08001,08
060377018013000,06037,06
471190110023001,47119,47
245102003001003,24510,24
391559330021010,39155,39
010719510003019,01071,01
180479697002021,18047,18
170312819001002,17031,17
410510029033016,41051,41
390070007023038,39007,39
530610526071024,53061,53
530110411122006,53011,53
470370193003000,47037,47
401091067043027,40109,40
370810126172016,37081,37
340110205031008,34011,34
170318437001025,17031,17
450450015021025,45045,45
290950132034009,29095,29
211110038001038,21111,21
370630001021007,37063,37
060830001024019,06083,06
040159550001019,04015,04
261635309001009,26163,26
390490046203007,39049,39
181457107003016,18145,18
370630001012016,37063,37
290318813001043,29031,29
060990035001023,06099,06
360471194002001,36047,36
480291511003009,48029,48
060376030014006,06037,06
481130162021013,48113,48
401430076352019,40143,40
060014098002008,06001,06
230050013002011,23005,23
371350108012077,37135,37
391336013002025,39133,39
360470431004000,36047,36
040190041142015,04019,04
290210010002031,29021,29
120530403031004,12053,12
410670316121018,41067,41
295101157001008,29510,29
490572106002008,49057,49
490572011001054,49057,49
080410007001022,08041,08
483396905002000,48339,48
540550023002012,54055,54
484530017282013,48453,48
482013226003016,48201,48
390490058202015,39049,39
320310001013009,32031,32
110010088022007,11001,11
420110021001010,42011,42
211259708002027,21125,21
480396636003022,48039,48
060610213091008,06061,06
132599504002109,13259,13
120150302001049,12015,12
060770050011064,06077,06
490451306001390,49045,49
370459512003035,37045,37
550730023005000,55073,55
482014235001021,48201,48
120950145041052,12095,12
221090008001003,22109,22
480050005002040,48005,48
550730013001048,55073,55
060730203062003,06073,06
040131141001002,04013,04
320310022112016,32031,32
340311829001000,34031,34
080050057001008,08005,08
060310016012013,06031,06
450450030092042,45045,45
060650438132064,06065,06
060372079001006,06037,06
391034040001030,39103,39
060377030021003,06037,06
421257712001004,42125,42
371190051001036,37119,37
060590994023014,06059,06
060730207094004,06073,06
481390608022000,48139,48
530730006001027,53073,53
060590762043009,06059,06
060552003012005,06055,06
080010094081062,08001,08
271230331002016,27123,27
260992617002004,26099,26
550790023002001,55079,55
121270910242067,12127,12
370510038001013,37051,37
230039520001009,23003,23
471570208202062,47157,47
060070010004008,06007,06
201730059001023,20173,20
160010002012000,16001,16
291892201001035,29189,29
120610503024009,12061,12
120090686022009,12009,12
121270903032053,12127,12
211899301003018,21189,21
220019610001005,22001,22
530330289022007,53033,53
050534701001029,05053,05
040131125054001,04013,04
245101603001014,24510,24
061030002003132,06103,06
481339503002087,48133,48
060372044202000,06037,06
060890121022023,06089,06
051190044001017,05119,05
021700009001000,02170,02
120990068012001,12099,12
471179554002038,47117,47
280870009001097,28087,28
240317008132010,24031,24
180159597003040,18015,18
261010008003031,26101,26
470650033003020,47065,47
170850205003011,17085,17
400874004001074,40087,40
100030160001024,10003,10
210059504002026,21005,21
120330036112016,12033,12
450070107001016,45007,45
060290032023013,06029,06
060552007041012,06055,06
180390003022029,18039,18
390490069901022,39049,39
390852057021009,39085,39
120810003063005,12081,12
340130050001015,34013,34
461139409001034,46113,46
550350014001032,55035,55
061110007013009,06111,06
390351054003003,39035,39
482015319002003,48201,48
060372423001000,06037,06
201919621005224,20191,20
530530714063015,53053,53
380590201002063,38059,38
060590636032013,06059,06
390070014003051,39007,39
060190053012001,06019,06
271230406041012,27123,27
420454102002003,42045,42
400836005003000,40083,40
450539503001132,45053,45
040130925001000,04013,04
410050206003032,41005,41
061010502012012,06101,06
390170110041013,39017,39
040250008011011,04025,04
421330239014017,42133,42
482015406021007,48201,48
410333601001078,41033,41
340130019001009,34013,34
130210136042001,13021,13
420879607001008,42087,42
120310003002019,12031,12
100030166041029,10003,10
461030103003003,46103,46
131210081021005,13121,13
060230102001015,06023,06
481130172022008,48113,48
517000312001028,51700,51
400890989003012,40089,40
060730083403002,06073,06
261635355002004,26163,26
483396938001059,48339,48
484530018342029,48453,48
481130153063000,48113,48
060855024004007,06085,06
260810035002008,26081,26
131131403043042,13113,13
060750176011001,06075,06
482015423021023,48201,48
060730083272012,06073,06
011130307002015,01113,01
360290059001001,36029,36
320030062011010,32003,32
484530011001096,48453,48
060670090101006,06067,06
060371031011001,06037,06
120310143381001,12031,12
080010601001031,08001,08
450630213082069,45063,45
391479637003026,39147,39
260937409001001,26093,26
410510089022002,41051,41
295101013003022,29510,29
301110004023051,30111,30
060014273005015,06001,06
120990002052009,12099,12
421010074004002,42101,42
550791002003010,55079,55
040159536022063,04015,04
511552104003046,51155,51
040131130001011,04013,04
517600609001002,51760,51
470190709001043,47019,47
060730172002002,06073,06
401335836004061,40133,40
110010109002000,11001,11
060590744063031,06059,06
300310003001131,30031,30
420950153001071,42095,42
230110160001022,23011,23
060014507422007,06001,06
550870101001027,55087,55
420770022012044,42077,42
220850001002116,22085,22
120950169021041,12095,12
160399603004162,16039,16
320239604033045,32023,32
060816026002006,06081,06
470930056022000,47093,47
040130924021001,04013,04
391517007003020,39151,39
295101023002004,29510,29
040190037071007,04019,04
371830536051008,37183,37
230310260002025,23031,23
490351140001017,49035,49
080050067091000,08005,08
320030049171009,32003,32
010670302002013,01067,01
280350101021089,28035,28
401430089002010,40143,40
170316910003006,17031,17
484790017191006,48479,48
040130820201011,04013,04
060730211003254,06073,06
211799303031006,21179,21
121050154021012,12105,12
230190030002019,23019,23
291439603002023,29143,29
240054213001021,24005,24
370270307004022,37027,37
060375744001000,06037,06
060290054032010,06029,06
401350301042040,40135,40
421010289012006,42101,42
170318191003003,17031,17
401430080023004,40143,40
530330308012003,53033,53
190959603002064,19095,19
484410120001000,48441,48
480850316524003,48085,48
211219307001020,21121,21
220990206001039,22099,22
060190070034000,06019,06
170830101003024,17083,17
220330017001007,22033,22
295101246001009,29510,29
470470605011000,47047,47
530330274003006,53033,53
330151021001016,33015,33
281619502004048,28161,28
060710044012005,06071,06
060390006042011,06039,06
281619502004048,28161,28
060133072021000,06013,06
060375322003024,06037,06
461030114002023,46103,46
530330040001014,53033,53
551332031021000,55133,55
020900002002027,02090,02
481130119006001,48113,48
060375345013006,06037,06
471870509092000,47187,47
390170106002019,39017,39
201154896001050,20115,20
320030029152000,32003,32
530350926002021,53035,53
400890984002079,40089,40
060379105011006,06037,06
060371941011002,06037,06
410390007073029,41039,41
401430073091027,40143,40
450190031141039,45019,45
401091040001001,40109,40
040136124002041,04013,04
350479576001116,35047,35
483750110001035,48375,48
470370165004001,47037,47
180973536001010,18097,18
060373106012029,06037,06
121270910181018,12127,12
080690013061064,08069,08
080010096072000,08001,08
040130927111039,04013,04
170318434001019,17031,17
080690011111004,08069,08
517100065012010,51710,51
530630049001000,53063,53
180571108122004,18057,18
410670326081003,41067,41
131530211033002,13153,13
350010047341004,35001,35
391131150113009,39113,39
171635016033010,17163,17
530050107072017,53005,53
080839692001194,08083,08
060133060041012,06013,06
191530015002049,19153,19
171336005011077,17133,17
401350303023015,40135,40
060730195033005,06073,06
120570129002045,12057,12
220399504004097,22039,22
130670303442001,13067,13
010890023003008,01089,01
121079514011076,12107,12
371639702002074,37163,37
391517111214003,39151,39
170311902004003,17031,17
391535072011000,39153,39
290239503003016,29023,29
201030705002003,20103,20
040159506005007,04015,04
401091056002026,40109,40
450339705001056,45033,45
060790121022035,06079,06
121010330141020,12101,12
060371045001006,06037,06
270530256031000,27053,27
060650425062007,06065,06
484391115062008,48439,48
517100009021195,51710,51
350130006002003,35013,35
510479302022001,51047,51
480291605012001,48029,48
010730111102000,01073,01
410390020021067,41039,41
060670080092004,06067,06
350490011021010,35049,35
261450106002003,26145,26
291450202005006,29145,29
295101073004006,29510,29
060590753032005,06059,06
482150202052011,48215,48
250277261005023,25027,25
550350015001002,55035,55
280330703101016,28033,28
060070010006017,06007,06
291892213011026,29189,29
517600305001024,51760,51
120310127032002,12031,12
040130820192000,04013,04
050350308061040,05035,05
040136144001001,04013,04
480291816022000,48029,48
120610507042000,12061,12
060310017011045,06031,06
530079608025000,53007,53
060390003002031,06039,06
060371902011004,06037,06
060710071061002,06071,06
360930325022004,36093,36
290950061003006,29095,29
160739502001013,16073,16
060650466021014,06065,06
360470460003002,36047,36
551390012002019,55139,55
350010034002046,35001,35
060470023024002,06047,06
371719307003001,37171,37
061150411002070,06115,06
320030029561007,32003,32
220819603001040,22081,22
060133650033003,06013,06
130890231022005,13089,13
390030124001028,39003,39
180890103023119,18089,18
450510514032007,45051,45
320310035154071,32031,32
060730057002009,06073,06
280750105005004,28075,28
261476440004023,26147,26
421239701001153,42123,42
391279663003025,39127,39
060971529032001,06097,06
470819502001007,47081,47
290950056011012,29095,29
340170147002006,34017,34
201730003005001,20173,20
290950156002033,29095,29
200610004001013,20061,20
170315502002033,17031,17
060372624001003,06037,06
421019807001078,42101,42
530530714063015,53053,53
131370004001001,13137,13
550630010001015,55063,55
470299205023048,47029,47
490351030002003,49035,49
530050112001004,53005,53
080410021022011,08041,08
120310135221016,12031,12
132759608003013,13275,13
060375407001000,06037,06
060014513001021,06001,06
010419637001005,01041,01
040131135011012,04013,04
420512628004041,42051,42
120310134023018,12031,12
010730107064014,01073,01
050097905022092,05009,05
340297136002035,34029,34
370230203011022,37023,37
081010028041001,08101,08
550619605003040,55061,55
390810002002101,39081,39
550219702003044,55021,55
295101066002003,29510,29
060830020081000,06083,06
060371395031000,06037,06
060070015003036,06007,06
200910535553002,20091,20
261251445002003,26125,26
060730140022015,06073,06
340130186002003,34013,34
120310118001040,12031,12
120110601162016,12011,12
132219603001152,13221,13
050690025001032,05069,05
350450002023012,35045,35
391130213011007,39113,39
210119701001013,21011,21
090052532002006,09005,09
200790304005019,20079,20
181630018001036,18163,18
220619602001024,22061,22
484391138093014,48439,48
120860015011013,12086,12
060670060025001,06067,06
060290031213003,06029,06
120710602031017,12071,12
500219638001028,50021,50
550439604002014,55043,55
250039009002011,25003,25
550790026003009,55079,55
530150007022006,53015,53
391535306032011,39153,39
390950007001007,39095,39
132150115006002,13215,13
120860168002010,12086,12
371190053071011,37119,37
060372073022004,06037,06
360050484002007,36005,36
060670037002011,06067,06
483750153002019,48375,48
291094704005015,29109,29
060230010005019,06023,06
040130716001002,04013,04
371190062151004,37119,37
530530629003005,53053,53
480850316342006,48085,48
300130002001000,30013,30
470650104112004,47065,47
060374070012008,06037,06
040120205021117,04012,04
511539015091075,51153,51
060855038021004,06085,06
530299708002011,53029,53
540330314001135,54033,54
060372047002015,06037,06
010150022001061,01015,01
371790204011029,37179,37
510770602012077,51077,51
060730133021007,06073,06
401091054001022,40109,40
171430027013003,17143,17
010890004031037,01089,01
400239673003022,40023,40
530539400042011,53053,53
080590120574001,08059,08
060730198033000,06073,06
060590996042025,06059,06
040134222032000,04013,04
060750108003001,06075,06
180659764001053,18065,18
120810014033034,12081,12
320030002033016,32003,32
471870505021038,47187,47
410390028001021,41039,41
160179506002047,16017,16
060014251022003,06001,06
120530409112010,12053,12
132551604002013,13255,13
490351019002002,49035,49
201770011002006,20177,20
180050101004003,18005,18
121079507004058,12107,12
190570004002013,19057,19
421257511005015,42125,42
021220013002022,02122,02
080690013041035,08069,08
291892198002004,29189,29
371559602011033,37155,37
220730105046010,22073,22
290510105001047,29051,29
360690511003042,36069,36
132759607001051,13275,13
040134214002003,04013,04
132231205031001,13223,13
200559601001618,20055,20
271230317012006,27123,27
480610109001018,48061,48
080590098421023,08059,08
420512602003003,42051,42
120860030033007,12086,12
120950137011017,12095,12
540390009001160,54039,54
040134222033000,04013,04
060373202012016,06037,06
211110118004024,21111,21
120860043034003,12086,12
040179613001048,04017,04
040190044261010,04019,04
080710003001228,08071,08
010730107064002,01073,01
040050008003042,04005,04
212319207002074,21231,21
515400003022005,51540,51
060376511011003,06037,06
245102706004011,24510,24
450450030102001,45045,45
040190044231001,04019,04
060470008011011,06047,06
482012511005006,48201,48
040190040311023,04019,04
121030266012014,12103,12
370459505002055,37045,37
483550005001039,48355,48
010730059051019,01073,01
391130302001032,39113,39
401350304023020,40135,40
060971542011000,06097,06
060990024023006,06099,06
320310028022005,32031,32
290210030001161,29021,29
060770042021015,06077,06
212110404013041,21211,21
380859409001079,38085,38
420792139002025,42079,42
090116964001031,09011,09
482014531002001,48201,48
121030201013005,12103,12
390351114011002,39035,39
010030111011036,01003,01
360150107004068,36015,36
120850018012021,12085,12
081230013001011,08123,08
410530204002092,41053,41
281079503003034,28107,28
080050068563030,08005,08
180659760002034,18065,18
530330300062004,53033,53
060855048032047,06085,06
060650422081017,06065,06
471339503012008,47133,47
484391115312018,48439,48
350130015003170,35013,35
010150004002024,01015,01
060670067023008,06067,06
121050114002007,12105,12
121270825062009,12127,12
010150026001085,01015,01
050719520003012,05071,05
280870007004010,28087,28
181199555001173,18119,18
060290030005001,06029,06
280750011011008,28075,28
350279606001074,35027,35
516800019003016,51680,51
060710094002038,06071,06
130670304102001,13067,13
320030029191004,32003,32
130630403024017,13063,13
470010212021031,47001,47
517700005002019,51770,51
550039400001221,55003,55
371590503002002,37159,37
280990102001031,28099,28
210890402023000,21089,21
210890402023000,21089,21
221090016002095,22109,22
040131130001006,04013,04
270530207003002,27053,27
080310017021010,08031,08
350010036003027,35001,35
190919703002014,19091,19
320030028352006,32003,32
221030401024014,22103,22
360050373003000,36005,36
220330002001023,22033,22
401091041002018,40109,40
020200011001015,02020,02
060371278031001,06037,06
360150001003025,36015,36
481576734001205,48157,48
350010024012010,35001,35
350010024012010,35001,35
220730058002008,22073,22
510594156001017,51059,51
540390003004000,54039,54
010970040003033,01097,01
450450022015012,45045,45
191630114003042,19163,19
280470035053000,28047,28
410359716001005,41035,41
291059602985260,29105,29
011150402041144,01115,01
260050302001040,26005,26
482090108033005,48209,48
040270009032019,04027,04
350559527001185,35055,35
060310004022017,06031,06
010890009011007,01089,01
060374037222000,06037,06
060375356042002,06037,06
320310001011022,32031,32
530630002002014,53063,53
370899310001021,37089,37
060371233041015,06037,06
060750234002011,06075,06
060710036112015,06071,06
080410029001003,08041,08
481677262002047,48167,48
131590102001053,13159,13
360050039005001,36005,36
510890113002112,51089,51
120110503081026,12011,12
560210015013033,56021,56
550759611004022,55075,55
080010090011018,08001,08
060890113003000,06089,06
100010418013001,10001,10
051450703003014,05145,05
401091074052005,40109,40
131030303043027,13103,13
471779308003024,47177,47
120111001031003,12011,12
261251715003003,26125,26
391130505043009,39113,39
480291316011068,48029,48
480291316011068,48029,48
081230014061057,08123,08
271370135001058,27137,27
482150228002002,48215,48
020900001001047,02090,02
180973307003000,18097,18
060650445101033,06065,06
481130140013000,48113,48
530630020003046,53063,53
201730030001000,20173,20
510411004032025,51041,51
180390022003013,18039,18
060816102021029,06081,06
132950203025013,13295,13
121270830063043,12127,12
483859501003052,48385,48
050479502005027,05047,05
290970101001009,29097,29
060014022002012,06001,06
160010001003062,16001,16
550419504001047,55041,55
290770013021009,29077,29
390490093502003,39049,39
060375742022009,06037,06
350010007071017,35001,35
051190032024018,05119,05
401255010015059,40125,40
484910207081015,48491,48
550819503001018,55081,55
120710502063004,12071,12
421330212104018,42133,42
010730111042012,01073,01
350619704012002,35061,35
120110413003012,12011,12
060830022062010,06083,06
515900013021051,51590,51
530530632005009,53053,53
040050016002059,04005,04
470730505011000,47073,47
290950080003006,29095,29
290950081001021,29095,29
060855121001011,06085,06
060379107142001,06037,06
450630208041012,45063,45
320079510002001,32007,32
060133132041009,06013,06
210039202001099,21003,21
410670322001005,41067,41
390490093723001,39049,39
371190062142010,37119,37
060371991101001,06037,06
410390023022020,41039,41
500239546002019,50023,50
484391136182007,48439,48
160479601003202,16047,16
080010093072018,08001,08
401430075102000,40143,40
190370702003039,19037,19
471570004002031,47157,47
551010002005011,55101,55
420430215002003,42043,42
181730305002046,18173,18
270917906001071,27091,27
130890212162000,13089,13
121050153021050,12105,12
482030206051002,48203,48
530610521042144,53061,53
260250005001025,26025,26
401350303027001,40135,40
080050870003000,08005,08
401139400062022,40113,40
481677212021035,48167,48
120810009011002,12081,12
160199711005006,16019,16
320310019022000,32031,32
260730004001004,26073,26
240010001001101,24001,24
482012302004033,48201,48
480291913041044,48029,48
131350501032067,13135,13
484530003051027,48453,48
171194014002009,17119,17
280490102011031,28049,28
480291923002006,48029,48
211259706003052,21125,21
245102006002009,24510,24
130890213081009,13089,13
483396933002003,48339,48
482015406022005,48201,48
360050371003003,36005,36
401255011021017,40125,40
271659502003027,27165,27
