FIPS:Block,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,FIPS:County,FIPS:State,Cantidad de Casos
060855113022004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060855120171008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060855121001011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060871012002001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060871205004024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060871231002001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060890103001055,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
060890108052004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060890108062022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060890112093000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060890113001002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060890113003000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060890115002047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060890120004032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060890121022023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060890123021004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060890124003112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060930001001186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060930007022139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060930011001280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060930011002029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060952501052045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060952501052046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060952509001020,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
060952517011013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060952527072010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060952531011022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060971529032001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060971542011000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060990003012002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060990004043001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060990010011011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060990014004003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060990017001034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060990018002057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060990019001006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060990024023006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060990026023007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060990028032000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060990029013018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060990035001023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
060990036033079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061010502012012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061030002003132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061030004001003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061030005004001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061030007004004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061030008001006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061030011001073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061070002011013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061070004022010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061070004023030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061070009003027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061070011001008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061070013012022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061070016012026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061070019024006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061070023035020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061070032004022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061070039013002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061070039014020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061110007013009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061110011012000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061110030101003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061130102042002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061130105104001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061150403011018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061150406001000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061150409011120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
061150411002070,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010079002008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010083091089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010084011189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010085053009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010085064003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010085391083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010087062000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010087094004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010090011018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010090012011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010093061004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010093072018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010093251020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010094081062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010094112007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010096042004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010096072000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010096073006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
080010097511018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010601001031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080010602002028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080039602002037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080050057001008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080050067073006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080050067091000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080050067092004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080050068154003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080050068563030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080050071011030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080050071042009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080050071052070,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080050073023007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080050802001019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080050806002000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080050817001001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080050818001013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080050870003000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080130121023006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080130122022009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080130123001000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080130125104038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080130132112064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080130133061012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080130608001000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080190147001050,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310001023009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310003035009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310005024004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310006001004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310007024007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310009024018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310010002013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310011023035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310013015001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310014024009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310015001010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310017021010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310018001011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310018002011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310020001018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310035001046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310037031006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310041043004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310041071028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310043023013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310043044032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310044041007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310044042025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310045033009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310045062002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310053001012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080310156001007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080350141163027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080350141351130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080370005032020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410007001022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410013023000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410021011053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410021022011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410023001000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410029001003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410029001027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410030002007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410033072017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410037013134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410037072010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410045102034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410046022112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410052013005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410053003023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410054003044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410054004006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410060002001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080410080003028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080439784001032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080459519023173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080459520026071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080590098072029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080590098284000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080590098335001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080590098421023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080590104021006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080590104024029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080590104024030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080590104061004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080590108011023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080590112021004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080590112021013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080590117014001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080590118041008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080590118042010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080590120574001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080619601001363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080679709003027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080690011102000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080690011111004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080690013041035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080690013061064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080690013061110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080690017041001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080690018063025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080710003001228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080710005002033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080770002001016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080770007001014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080770007001025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080770013014007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080810006001576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080839692001194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080839692002145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080870006001044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080930001001073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
080930004001281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010002001010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010005001000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010008002012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010009022001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010009022022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010011001002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010011002026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010011002035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010015001054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010017001007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010021002003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010026001002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010028041001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010029011017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010029182035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081010030011000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081039512001792,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081230005011000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081230005022013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081230010042012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081230010042027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081230010061040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081230013001011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081230014061057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081230014132000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
081230019083016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090010207003005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090010603001017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090012105001000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090035029003000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090035110001005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090035148002023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090052532002006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090053492003025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090076701001015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090091252003021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090091545003005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090093527022000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090116964001031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090117011005038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090135291003030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
090158004001013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100010402022019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100010418013001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100010425002025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100010434001028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100030012002014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100030025003004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100030160001024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100030166041029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110010016002001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110010068022004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110010072002022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110010072002027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110010074031005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110010075022002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110010078061001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110010078081002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110010078081006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110010088022007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110010095012005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110010104002017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110010109002000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110010111001001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120010021011175,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120010021021047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120010022173017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120030402013171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120050006001050,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120050010001028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120050013022029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120050024003041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120070001005003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120070004002025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120090611003000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120090625001014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120090626002016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120090626003013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120090648002010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120090650011055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120090651211000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120090651234006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120090652361031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120090663022025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120090686022009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120090713221084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110108001029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110204113000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110304021001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110405043001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110411001010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110413003012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110414002012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110415001006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110428001037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110429004014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110503081026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110506012006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110601162016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110706022002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110901021098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120110914002014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120111001031003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
120111103422017,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
120130102003054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120150203011198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120150210032070,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120150302001036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120150302001049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120174503041046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120174512001008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120190301022063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120190309024004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120190309033015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120190312001077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120210112042001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120299701024052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310002002035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310003002019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310006002029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310010003001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310015002009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310022003010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310029022031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310101012033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310102021010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310103012016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310103041016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310104022001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310106001016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310115001018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310115001030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310115001032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310118001040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310127032002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310134023018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310135212000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310135221016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310137212009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310143381001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310149022000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310155021005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310158023001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120310161004020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
