FIPS:County,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,FIPS:Block,FIPS:State,Cantidad de Casos
40073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40079,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40083,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40089,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40101,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40109,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
40111,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40113,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40115,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40119,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40121,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40123,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40131,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40135,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40143,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
40145,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40147,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40149,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
41005,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
41007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
41011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41017,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
41025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41029,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
41033,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
41035,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
41039,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
41045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41047,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
41051,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
41053,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
41067,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
41071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
42003,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
42011,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
42013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42043,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
42045,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
42051,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
42057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42071,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
42073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42075,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
42077,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
42079,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
42085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42095,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
42099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42101,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
42111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
42127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42129,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
42133,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
44005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
45007,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
45013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45015,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
45017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45019,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
45021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45023,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
45029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45031,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
45033,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
45035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45041,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
45045,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
45047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45051,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
45053,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
45057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45063,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
45079,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
45083,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
45085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46103,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
46113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46121,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
47001,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
47003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
47009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47013,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
47017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47019,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
47021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47029,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
47031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47037,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
47039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47047,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
47051,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
47053,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
47059,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
47063,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
47065,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
47071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47093,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
47099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47105,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
47115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47119,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
47125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
47133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47149,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
47155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47157,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
47159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47163,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
47165,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
47177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47179,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
47185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47187,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48013,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
48015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48027,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
48029,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
48037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48039,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
48053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48061,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
48085,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
48097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48113,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
48117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48121,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
48133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48135,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
48139,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
48141,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
48157,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
48161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48167,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
48181,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48183,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48187,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48199,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48201,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
48203,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48209,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
48213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48215,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
48219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48223,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48245,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
48249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48259,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
48265,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
48275,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48277,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48299,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48303,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48309,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
48329,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
48337,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48339,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
48341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48347,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48355,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
48365,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48367,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48375,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48381,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
48385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48415,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48439,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
48441,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
48451,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48453,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
48459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48469,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48479,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48491,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
48493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49011,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
49013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49015,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
49021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49035,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
49045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49049,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
49057,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
50007,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
50021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51029,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51033,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51059,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51077,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51087,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51153,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51155,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51165,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51520,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51540,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51550,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51590,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51660,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51670,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
51680,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51700,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51710,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
51740,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51760,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
51770,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
51800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51810,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
51820,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53005,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
53007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53011,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
53015,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
53017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53021,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
53025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53027,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
53029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53033,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
53035,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
53037,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
53041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53045,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
53053,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
53061,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
53063,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
53065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53067,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
53073,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
53077,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
54003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54033,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
54039,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
54047,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
54055,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
54057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54061,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
54067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
55009,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
55017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55025,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
55027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55035,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
55039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55059,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
55061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55071,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
55073,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
55075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55079,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
55081,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
55083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55087,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
55095,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
55101,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
55105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55117,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
55127,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
55131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55133,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
55139,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
55141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
56013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56021,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
56025,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
