State;Violent Crime Rate;Date
SC;488.3;2018-11
SD;404.7;2018-11
TN;623.7;2018-11
TX;410.9;2018-11
UT;233.1;2018-11
VT;172;2018-11
VA;200;2018-11
WA;311.5;2018-11
WV;289.9;2018-11
WI;295.4;2018-11
WY;212.2;2018-11
AL;519.6;2018-12
AK;885;2018-12
AZ;474.9;2018-12
AR;543.6;2018-12
CA;447.4;2018-12
CO;397.2;2018-12
CT;207.4;2018-12
DE;423.6;2018-12
FL;384.9;2018-12
GA;326.6;2018-12
HI;248.6;2018-12
ID;227.1;2018-12
IL;404.1;2018-12
IN;382.3;2018-12
IA;250.1;2018-12
KS;439;2018-12
KY;211.9;2018-12
LA;537.5;2018-12
ME;112.1;2018-12
MD;468.7;2018-12
MA;338.1;2018-12
MI;449.4;2018-12
MN;220.4;2018-12
MS;234.4;2018-12
MO;502.1;2018-12
MT;374.1;2018-12
NE;284.8;2018-12
NV;541.1;2018-12
NH;173.2;2018-12
NJ;208.1;2018-12
NM;856.6;2018-12
NY;350.5;2018-12
NC;377.6;2018-12
ND;280.6;2018-12
OH;279.9;2018-12
OK;466.1;2018-12
OR;285.5;2018-12
PA;306;2018-12
RI;219.1;2018-12
SC;488.3;2018-12
SD;404.7;2018-12
TN;623.7;2018-12
TX;410.9;2018-12
UT;233.1;2018-12
VT;172;2018-12
VA;200;2018-12
WA;311.5;2018-12
WV;289.9;2018-12
WI;295.4;2018-12
WY;212.2;2018-12
AL;510.8;2020-01
AL;510.8;2020-02
AL;510.8;2020-03
AL;510.8;2020-04
AL;510.8;2020-05
AL;510.8;2020-06
AL;510.8;2020-07
AL;510.8;2020-08
AL;510.8;2020-09
AL;510.8;2020-10
AL;510.8;2020-11
AL;510.8;2020-12
AK;867.1;2020-01
AK;867.1;2020-02
AK;867.1;2020-03
AK;867.1;2020-04
AK;867.1;2020-05
AK;867.1;2020-06
AK;867.1;2020-07
AK;867.1;2020-08
AK;867.1;2020-09
AK;867.1;2020-10
AK;867.1;2020-11
AK;867.1;2020-12
AZ;455.3;2020-01
AZ;455.3;2020-02
AZ;455.3;2020-03
AZ;455.3;2020-04
AZ;455.3;2020-05
AZ;455.3;2020-06
AZ;455.3;2020-07
AZ;455.3;2020-08
AZ;455.3;2020-09
AZ;455.3;2020-10
AZ;455.3;2020-11
AZ;455.3;2020-12
AR;584.6;2020-01
AR;584.6;2020-02
AR;584.6;2020-03
AR;584.6;2020-04
AR;584.6;2020-05
AR;584.6;2020-06
AR;584.6;2020-07
AR;584.6;2020-08
AR;584.6;2020-09
AR;584.6;2020-10
AR;584.6;2020-11
AR;584.6;2020-12
CA;441.2;2020-01
CA;441.2;2020-02
CA;441.2;2020-03
CA;441.2;2020-04
CA;441.2;2020-05
CA;441.2;2020-06
CA;441.2;2020-07
CA;441.2;2020-08
CA;441.2;2020-09
CA;441.2;2020-10
CA;441.2;2020-11
CA;441.2;2020-12
CO;381;2020-01
CO;381;2020-02
CO;381;2020-03
CO;381;2020-04
CO;381;2020-05
CO;381;2020-06
CO;381;2020-07
CO;381;2020-08
CO;381;2020-09
CO;381;2020-10
CO;381;2020-11
CO;381;2020-12
CT;183.6;2020-01
CT;183.6;2020-02
CT;183.6;2020-03
CT;183.6;2020-04
CT;183.6;2020-05
CT;183.6;2020-06
CT;183.6;2020-07
CT;183.6;2020-08
CT;183.6;2020-09
CT;183.6;2020-10
CT;183.6;2020-11
CT;183.6;2020-12
DE;422.6;2020-01
DE;422.6;2020-02
DE;422.6;2020-03
DE;422.6;2020-04
DE;422.6;2020-05
DE;422.6;2020-06
DE;422.6;2020-07
DE;422.6;2020-08
DE;422.6;2020-09
DE;422.6;2020-10
DE;422.6;2020-11
DE;422.6;2020-12
FL;378.4;2020-01
FL;378.4;2020-02
FL;378.4;2020-03
FL;378.4;2020-04
FL;378.4;2020-05
FL;378.4;2020-06
FL;378.4;2020-07
FL;378.4;2020-08
FL;378.4;2020-09
FL;378.4;2020-10
FL;378.4;2020-11
FL;378.4;2020-12
GA;340.7;2020-01
GA;340.7;2020-02
GA;340.7;2020-03
GA;340.7;2020-04
GA;340.7;2020-05
GA;340.7;2020-06
GA;340.7;2020-07
GA;340.7;2020-08
GA;340.7;2020-09
GA;340.7;2020-10
GA;340.7;2020-11
GA;340.7;2020-12
HI;285.5;2020-01
HI;285.5;2020-02
HI;285.5;2020-03
HI;285.5;2020-04
HI;285.5;2020-05
HI;285.5;2020-06
HI;285.5;2020-07
HI;285.5;2020-08
HI;285.5;2020-09
HI;285.5;2020-10
HI;285.5;2020-11
HI;285.5;2020-12
ID;223.8;2020-01
ID;223.8;2020-02
ID;223.8;2020-03
ID;223.8;2020-04
ID;223.8;2020-05
ID;223.8;2020-06
ID;223.8;2020-07
ID;223.8;2020-08
ID;223.8;2020-09
ID;223.8;2020-10
ID;223.8;2020-11
ID;223.8;2020-12
IL;406.9;2020-01
IL;406.9;2020-02
IL;406.9;2020-03
IL;406.9;2020-04
IL;406.9;2020-05
IL;406.9;2020-06
IL;406.9;2020-07
IL;406.9;2020-08
IL;406.9;2020-09
IL;406.9;2020-10
IL;406.9;2020-11
IL;406.9;2020-12
IN;370.8;2020-01
IN;370.8;2020-02
IN;370.8;2020-03
IN;370.8;2020-04
IN;370.8;2020-05
IN;370.8;2020-06
IN;370.8;2020-07
IN;370.8;2020-08
IN;370.8;2020-09
IN;370.8;2020-10
IN;370.8;2020-11
IN;370.8;2020-12
IA;266.6;2020-01
IA;266.6;2020-02
IA;266.6;2020-03
IA;266.6;2020-04
IA;266.6;2020-05
IA;266.6;2020-06
IA;266.6;2020-07
IA;266.6;2020-08
IA;266.6;2020-09
IA;266.6;2020-10
IA;266.6;2020-11
IA;266.6;2020-12
KS;410.8;2020-01
KS;410.8;2020-02
KS;410.8;2020-03
KS;410.8;2020-04
KS;410.8;2020-05
KS;410.8;2020-06
KS;410.8;2020-07
KS;410.8;2020-08
KS;410.8;2020-09
KS;410.8;2020-10
KS;410.8;2020-11
KS;410.8;2020-12
KY;217.1;2020-01
KY;217.1;2020-02
KY;217.1;2020-03
KY;217.1;2020-04
KY;217.1;2020-05
KY;217.1;2020-06
KY;217.1;2020-07
KY;217.1;2020-08
KY;217.1;2020-09
KY;217.1;2020-10
KY;217.1;2020-11
KY;217.1;2020-12
LA;549.3;2020-01
LA;549.3;2020-02
LA;549.3;2020-03
LA;549.3;2020-04
LA;549.3;2020-05
LA;549.3;2020-06
LA;549.3;2020-07
LA;549.3;2020-08
LA;549.3;2020-09
LA;549.3;2020-10
LA;549.3;2020-11
LA;549.3;2020-12
ME;115.2;2020-01
ME;115.2;2020-02
ME;115.2;2020-03
ME;115.2;2020-04
ME;115.2;2020-05
ME;115.2;2020-06
ME;115.2;2020-07
ME;115.2;2020-08
ME;115.2;2020-09
ME;115.2;2020-10
ME;115.2;2020-11
ME;115.2;2020-12
MD;454.1;2020-01
MD;454.1;2020-02
MD;454.1;2020-03
MD;454.1;2020-04
MD;454.1;2020-05
MD;454.1;2020-06
MD;454.1;2020-07
MD;454.1;2020-08
MD;454.1;2020-09
MD;454.1;2020-10
MD;454.1;2020-11
MD;454.1;2020-12
MA;327.6;2020-01
MA;327.6;2020-02
MA;327.6;2020-03
MA;327.6;2020-04
MA;327.6;2020-05
MA;327.6;2020-06
MA;327.6;2020-07
MA;327.6;2020-08
MA;327.6;2020-09
MA;327.6;2020-10
MA;327.6;2020-11
MA;327.6;2020-12
MI;437.4;2020-01
MI;437.4;2020-02
MI;437.4;2020-03
MI;437.4;2020-04
MI;437.4;2020-05
MI;437.4;2020-06
MI;437.4;2020-07
MI;437.4;2020-08
MI;437.4;2020-09
MI;437.4;2020-10
MI;437.4;2020-11
MI;437.4;2020-12
MN;236.4;2020-01
MN;236.4;2020-02
MN;236.4;2020-03
MN;236.4;2020-04
MN;236.4;2020-05
MN;236.4;2020-06
MN;236.4;2020-07
MN;236.4;2020-08
MN;236.4;2020-09
MN;236.4;2020-10
MN;236.4;2020-11
MN;236.4;2020-12
MS;277.9;2020-01
MS;277.9;2020-02
MS;277.9;2020-03
MS;277.9;2020-04
MS;277.9;2020-05
MS;277.9;2020-06
MS;277.9;2020-07
MS;277.9;2020-08
MS;277.9;2020-09
MS;277.9;2020-10
MS;277.9;2020-11
MS;277.9;2020-12
MO;495;2020-01
MO;495;2020-02
MO;495;2020-03
MO;495;2020-04
MO;495;2020-05
MO;495;2020-06
MO;495;2020-07
MO;495;2020-08
MO;495;2020-09
MO;495;2020-10
MO;495;2020-11
MO;495;2020-12
MT;404.9;2020-01
MT;404.9;2020-02
MT;404.9;2020-03
MT;404.9;2020-04
MT;404.9;2020-05
MT;404.9;2020-06
MT;404.9;2020-07
MT;404.9;2020-08
MT;404.9;2020-09
MT;404.9;2020-10
MT;404.9;2020-11
MT;404.9;2020-12
NE;300.9;2020-01
NE;300.9;2020-02
NE;300.9;2020-03
NE;300.9;2020-04
NE;300.9;2020-05
NE;300.9;2020-06
NE;300.9;2020-07
NE;300.9;2020-08
NE;300.9;2020-09
NE;300.9;2020-10
NE;300.9;2020-11
NE;300.9;2020-12
NV;493.8;2020-01
NV;493.8;2020-02
NV;493.8;2020-03
NV;493.8;2020-04
NV;493.8;2020-05
NV;493.8;2020-06
NV;493.8;2020-07
NV;493.8;2020-08
NV;493.8;2020-09
NV;493.8;2020-10
NV;493.8;2020-11
NV;493.8;2020-12
NH;152.5;2020-01
NH;152.5;2020-02
NH;152.5;2020-03
NH;152.5;2020-04
NH;152.5;2020-05
NH;152.5;2020-06
NH;152.5;2020-07
NH;152.5;2020-08
NH;152.5;2020-09
NH;152.5;2020-10
NH;152.5;2020-11
NH;152.5;2020-12
NJ;206.9;2020-01
NJ;206.9;2020-02
NJ;206.9;2020-03
NJ;206.9;2020-04
NJ;206.9;2020-05
NJ;206.9;2020-06
NJ;206.9;2020-07
NJ;206.9;2020-08
NJ;206.9;2020-09
NJ;206.9;2020-10
NJ;206.9;2020-11
NJ;206.9;2020-12
NM;832.2;2020-01
NM;832.2;2020-02
NM;832.2;2020-03
NM;832.2;2020-04
NM;832.2;2020-05
NM;832.2;2020-06
NM;832.2;2020-07
NM;832.2;2020-08
NM;832.2;2020-09
NM;832.2;2020-10
NM;832.2;2020-11
NM;832.2;2020-12
NY;358.6;2020-01
NY;358.6;2020-02
NY;358.6;2020-03
NY;358.6;2020-04
NY;358.6;2020-05
NY;358.6;2020-06
NY;358.6;2020-07
NY;358.6;2020-08
NY;358.6;2020-09
NY;358.6;2020-10
NY;358.6;2020-11
NY;358.6;2020-12
NC;371.8;2020-01
NC;371.8;2020-02
NC;371.8;2020-03
NC;371.8;2020-04
NC;371.8;2020-05
NC;371.8;2020-06
NC;371.8;2020-07
NC;371.8;2020-08
NC;371.8;2020-09
NC;371.8;2020-10
NC;371.8;2020-11
NC;371.8;2020-12
ND;284.6;2020-01
ND;284.6;2020-02
ND;284.6;2020-03
ND;284.6;2020-04
ND;284.6;2020-05
ND;284.6;2020-06
ND;284.6;2020-07
ND;284.6;2020-08
ND;284.6;2020-09
ND;284.6;2020-10
ND;284.6;2020-11
ND;284.6;2020-12
OH;293.2;2020-01
OH;293.2;2020-02
OH;293.2;2020-03
OH;293.2;2020-04
OH;293.2;2020-05
OH;293.2;2020-06
OH;293.2;2020-07
OH;293.2;2020-08
OH;293.2;2020-09
OH;293.2;2020-10
OH;293.2;2020-11
OH;293.2;2020-12
OK;431.8;2020-01
OK;431.8;2020-02
OK;431.8;2020-03
OK;431.8;2020-04
OK;431.8;2020-05
OK;431.8;2020-06
OK;431.8;2020-07
OK;431.8;2020-08
OK;431.8;2020-09
OK;431.8;2020-10
OK;431.8;2020-11
OK;431.8;2020-12
OR;284.4;2020-01
OR;284.4;2020-02
OR;284.4;2020-03
OR;284.4;2020-04
OR;284.4;2020-05
OR;284.4;2020-06
OR;284.4;2020-07
OR;284.4;2020-08
OR;284.4;2020-09
OR;284.4;2020-10
OR;284.4;2020-11
OR;284.4;2020-12
PA;306.4;2020-01
PA;306.4;2020-02
PA;306.4;2020-03
PA;306.4;2020-04
PA;306.4;2020-05
PA;306.4;2020-06
PA;306.4;2020-07
PA;306.4;2020-08
PA;306.4;2020-09
PA;306.4;2020-10
PA;306.4;2020-11
PA;306.4;2020-12
RI;221.1;2020-01
RI;221.1;2020-02
RI;221.1;2020-03
RI;221.1;2020-04
RI;221.1;2020-05
RI;221.1;2020-06
RI;221.1;2020-07
RI;221.1;2020-08
RI;221.1;2020-09
RI;221.1;2020-10
RI;221.1;2020-11
RI;221.1;2020-12
SC;511.3;2020-01
SC;511.3;2020-02
SC;511.3;2020-03
SC;511.3;2020-04
SC;511.3;2020-05
SC;511.3;2020-06
SC;511.3;2020-07
SC;511.3;2020-08
SC;511.3;2020-09
SC;511.3;2020-10
SC;511.3;2020-11
SC;511.3;2020-12
SD;399;2020-01
SD;399;2020-02
SD;399;2020-03
SD;399;2020-04
SD;399;2020-05
SD;399;2020-06
SD;399;2020-07
SD;399;2020-08
SD;399;2020-09
SD;399;2020-10
SD;399;2020-11
SD;399;2020-12
TN;595.2;2020-01
TN;595.2;2020-02
TN;595.2;2020-03
TN;595.2;2020-04
TN;595.2;2020-05
TN;595.2;2020-06
TN;595.2;2020-07
TN;595.2;2020-08
TN;595.2;2020-09
TN;595.2;2020-10
TN;595.2;2020-11
TN;595.2;2020-12
TX;418.9;2020-01
TX;418.9;2020-02
TX;418.9;2020-03
TX;418.9;2020-04
TX;418.9;2020-05
TX;418.9;2020-06
TX;418.9;2020-07
TX;418.9;2020-08
TX;418.9;2020-09
TX;418.9;2020-10
TX;418.9;2020-11
TX;418.9;2020-12
UT;235.6;2020-01
UT;235.6;2020-02
UT;235.6;2020-03
UT;235.6;2020-04
UT;235.6;2020-05
UT;235.6;2020-06
UT;235.6;2020-07
UT;235.6;2020-08
UT;235.6;2020-09
UT;235.6;2020-10
UT;235.6;2020-11
UT;235.6;2020-12
VT;202.2;2020-01
VT;202.2;2020-02
VT;202.2;2020-03
VT;202.2;2020-04
VT;202.2;2020-05
VT;202.2;2020-06
VT;202.2;2020-07
VT;202.2;2020-08
VT;202.2;2020-09
VT;202.2;2020-10
VT;202.2;2020-11
VT;202.2;2020-12
VA;208;2020-01
VA;208;2020-02
VA;208;2020-03
VA;208;2020-04
VA;208;2020-05
VA;208;2020-06
VA;208;2020-07
VA;208;2020-08
VA;208;2020-09
VA;208;2020-10
VA;208;2020-11
VA;208;2020-12
WA;293.9;2020-01
WA;293.9;2020-02
WA;293.9;2020-03
WA;293.9;2020-04
WA;293.9;2020-05
WA;293.9;2020-06
WA;293.9;2020-07
WA;293.9;2020-08
WA;293.9;2020-09
WA;293.9;2020-10
WA;293.9;2020-11
WA;293.9;2020-12
WV;316.6;2020-01
WV;316.6;2020-02
WV;316.6;2020-03
WV;316.6;2020-04
WV;316.6;2020-05
WV;316.6;2020-06
WV;316.6;2020-07
WV;316.6;2020-08
WV;316.6;2020-09
WV;316.6;2020-10
WV;316.6;2020-11
WV;316.6;2020-12
WI;293.2;2020-01
WI;293.2;2020-02
WI;293.2;2020-03
WI;293.2;2020-04
WI;293.2;2020-05
WI;293.2;2020-06
WI;293.2;2020-07
WI;293.2;2020-08
WI;293.2;2020-09
WI;293.2;2020-10
WI;293.2;2020-11
WI;293.2;2020-12
WY;217.4;2020-01
WY;217.4;2020-02
WY;217.4;2020-03
WY;217.4;2020-04
WY;217.4;2020-05
WY;217.4;2020-06
WY;217.4;2020-07
WY;217.4;2020-08
WY;217.4;2020-09
WY;217.4;2020-10
WY;217.4;2020-11
WY;217.4;2020-12
AL;510.8;2019-01
AL;510.8;2019-02
AL;510.8;2019-03
AL;510.8;2019-04
AL;510.8;2019-05
AL;510.8;2019-06
AL;510.8;2019-07
AL;510.8;2019-08
AL;510.8;2019-09
AL;510.8;2019-10
AL;510.8;2019-11
AL;510.8;2019-12
AK;867.1;2019-01
AK;867.1;2019-02
AK;867.1;2019-03
AK;867.1;2019-04
AK;867.1;2019-05
AK;867.1;2019-06
AK;867.1;2019-07
AK;867.1;2019-08
AK;867.1;2019-09
AK;867.1;2019-10
AK;867.1;2019-11
AK;867.1;2019-12
AZ;455.3;2019-01
AZ;455.3;2019-02
AZ;455.3;2019-03
AZ;455.3;2019-04
AZ;455.3;2019-05
AZ;455.3;2019-06
AZ;455.3;2019-07
AZ;455.3;2019-08
AZ;455.3;2019-09
AZ;455.3;2019-10
AZ;455.3;2019-11
AZ;455.3;2019-12
AR;584.6;2019-01
AR;584.6;2019-02
AR;584.6;2019-03
AR;584.6;2019-04
AR;584.6;2019-05
AR;584.6;2019-06
AR;584.6;2019-07
AR;584.6;2019-08
AR;584.6;2019-09
AR;584.6;2019-10
AR;584.6;2019-11
AR;584.6;2019-12
CA;441.2;2019-01
CA;441.2;2019-02
CA;441.2;2019-03
CA;441.2;2019-04
CA;441.2;2019-05
CA;441.2;2019-06
CA;441.2;2019-07
CA;441.2;2019-08
CA;441.2;2019-09
CA;441.2;2019-10
CA;441.2;2019-11
CA;441.2;2019-12
CO;381;2019-01
CO;381;2019-02
CO;381;2019-03
CO;381;2019-04
CO;381;2019-05
CO;381;2019-06
CO;381;2019-07
CO;381;2019-08
CO;381;2019-09
CO;381;2019-10
CO;381;2019-11
CO;381;2019-12
CT;183.6;2019-01
CT;183.6;2019-02
CT;183.6;2019-03
CT;183.6;2019-04
CT;183.6;2019-05
CT;183.6;2019-06
CT;183.6;2019-07
CT;183.6;2019-08
CT;183.6;2019-09
CT;183.6;2019-10
CT;183.6;2019-11
CT;183.6;2019-12
DE;422.6;2019-01
DE;422.6;2019-02
DE;422.6;2019-03
DE;422.6;2019-04
DE;422.6;2019-05
DE;422.6;2019-06
DE;422.6;2019-07
DE;422.6;2019-08
DE;422.6;2019-09
DE;422.6;2019-10
DE;422.6;2019-11
DE;422.6;2019-12
FL;378.4;2019-01
FL;378.4;2019-02
FL;378.4;2019-03
FL;378.4;2019-04
FL;378.4;2019-05
FL;378.4;2019-06
FL;378.4;2019-07
FL;378.4;2019-08
FL;378.4;2019-09
FL;378.4;2019-10
FL;378.4;2019-11
FL;378.4;2019-12
GA;340.7;2019-01
GA;340.7;2019-02
GA;340.7;2019-03
GA;340.7;2019-04
GA;340.7;2019-05
GA;340.7;2019-06
GA;340.7;2019-07
GA;340.7;2019-08
GA;340.7;2019-09
GA;340.7;2019-10
GA;340.7;2019-11
GA;340.7;2019-12
HI;285.5;2019-01
HI;285.5;2019-02
HI;285.5;2019-03
HI;285.5;2019-04
HI;285.5;2019-05
HI;285.5;2019-06
HI;285.5;2019-07
HI;285.5;2019-08
HI;285.5;2019-09
HI;285.5;2019-10
HI;285.5;2019-11
HI;285.5;2019-12
ID;223.8;2019-01
ID;223.8;2019-02
ID;223.8;2019-03
ID;223.8;2019-04
ID;223.8;2019-05
ID;223.8;2019-06
ID;223.8;2019-07
ID;223.8;2019-08
ID;223.8;2019-09
ID;223.8;2019-10
ID;223.8;2019-11
ID;223.8;2019-12
IL;406.9;2019-01
IL;406.9;2019-02
IL;406.9;2019-03
IL;406.9;2019-04
IL;406.9;2019-05
IL;406.9;2019-06
IL;406.9;2019-07
IL;406.9;2019-08
IL;406.9;2019-09
IL;406.9;2019-10
IL;406.9;2019-11
IL;406.9;2019-12
IN;370.8;2019-01
IN;370.8;2019-02
IN;370.8;2019-03
IN;370.8;2019-04
IN;370.8;2019-05
IN;370.8;2019-06
IN;370.8;2019-07
IN;370.8;2019-08
IN;370.8;2019-09
IN;370.8;2019-10
IN;370.8;2019-11
IN;370.8;2019-12
IA;266.6;2019-01
IA;266.6;2019-02
IA;266.6;2019-03
IA;266.6;2019-04
IA;266.6;2019-05
IA;266.6;2019-06
IA;266.6;2019-07
IA;266.6;2019-08
IA;266.6;2019-09
IA;266.6;2019-10
IA;266.6;2019-11
IA;266.6;2019-12
KS;410.8;2019-01
KS;410.8;2019-02
KS;410.8;2019-03
KS;410.8;2019-04
KS;410.8;2019-05
KS;410.8;2019-06
KS;410.8;2019-07
KS;410.8;2019-08
KS;410.8;2019-09
KS;410.8;2019-10
KS;410.8;2019-11
KS;410.8;2019-12
KY;217.1;2019-01
KY;217.1;2019-02
KY;217.1;2019-03
KY;217.1;2019-04
KY;217.1;2019-05
KY;217.1;2019-06
KY;217.1;2019-07
KY;217.1;2019-08
KY;217.1;2019-09
KY;217.1;2019-10
KY;217.1;2019-11
KY;217.1;2019-12
LA;549.3;2019-01
LA;549.3;2019-02
LA;549.3;2019-03
LA;549.3;2019-04
LA;549.3;2019-05
LA;549.3;2019-06
LA;549.3;2019-07
LA;549.3;2019-08
LA;549.3;2019-09
LA;549.3;2019-10
LA;549.3;2019-11
LA;549.3;2019-12
ME;115.2;2019-01
ME;115.2;2019-02
ME;115.2;2019-03
ME;115.2;2019-04
ME;115.2;2019-05
ME;115.2;2019-06
ME;115.2;2019-07
ME;115.2;2019-08
ME;115.2;2019-09
ME;115.2;2019-10
ME;115.2;2019-11
ME;115.2;2019-12
MD;454.1;2019-01
MD;454.1;2019-02
MD;454.1;2019-03
MD;454.1;2019-04
MD;454.1;2019-05
MD;454.1;2019-06
MD;454.1;2019-07
MD;454.1;2019-08
MD;454.1;2019-09
MD;454.1;2019-10
MD;454.1;2019-11
MD;454.1;2019-12
MA;327.6;2019-01
MA;327.6;2019-02
MA;327.6;2019-03
MA;327.6;2019-04
MA;327.6;2019-05
MA;327.6;2019-06
MA;327.6;2019-07
MA;327.6;2019-08
MA;327.6;2019-09
MA;327.6;2019-10
MA;327.6;2019-11
MA;327.6;2019-12
MI;437.4;2019-01
MI;437.4;2019-02
MI;437.4;2019-03
MI;437.4;2019-04
MI;437.4;2019-05
MI;437.4;2019-06
MI;437.4;2019-07
MI;437.4;2019-08
MI;437.4;2019-09
MI;437.4;2019-10
MI;437.4;2019-11
MI;437.4;2019-12
MN;236.4;2019-01
MN;236.4;2019-02
MN;236.4;2019-03
MN;236.4;2019-04
MN;236.4;2019-05
MN;236.4;2019-06
MN;236.4;2019-07
MN;236.4;2019-08
MN;236.4;2019-09
MN;236.4;2019-10
MN;236.4;2019-11
MN;236.4;2019-12
MS;277.9;2019-01
MS;277.9;2019-02
MS;277.9;2019-03
MS;277.9;2019-04
MS;277.9;2019-05
MS;277.9;2019-06
MS;277.9;2019-07
MS;277.9;2019-08
MS;277.9;2019-09
MS;277.9;2019-10
MS;277.9;2019-11
MS;277.9;2019-12
MO;495;2019-01
MO;495;2019-02
MO;495;2019-03
MO;495;2019-04
MO;495;2019-05
MO;495;2019-06
MO;495;2019-07
MO;495;2019-08
MO;495;2019-09
MO;495;2019-10
MO;495;2019-11
MO;495;2019-12
MT;404.9;2019-01
MT;404.9;2019-02
MT;404.9;2019-03
MT;404.9;2019-04
MT;404.9;2019-05
MT;404.9;2019-06
MT;404.9;2019-07
MT;404.9;2019-08
MT;404.9;2019-09
MT;404.9;2019-10
MT;404.9;2019-11
MT;404.9;2019-12
NE;300.9;2019-01
NE;300.9;2019-02
NE;300.9;2019-03
NE;300.9;2019-04
NE;300.9;2019-05
NE;300.9;2019-06
NE;300.9;2019-07
NE;300.9;2019-08
NE;300.9;2019-09
NE;300.9;2019-10
NE;300.9;2019-11
NE;300.9;2019-12
NV;493.8;2019-01
NV;493.8;2019-02
NV;493.8;2019-03
NV;493.8;2019-04
NV;493.8;2019-05
NV;493.8;2019-06
NV;493.8;2019-07
NV;493.8;2019-08
NV;493.8;2019-09
NV;493.8;2019-10
NV;493.8;2019-11
NV;493.8;2019-12
NH;152.5;2019-01
NH;152.5;2019-02
NH;152.5;2019-03
NH;152.5;2019-04
NH;152.5;2019-05
NH;152.5;2019-06
NH;152.5;2019-07
NH;152.5;2019-08
NH;152.5;2019-09
NH;152.5;2019-10
NH;152.5;2019-11
NH;152.5;2019-12
NJ;206.9;2019-01
NJ;206.9;2019-02
NJ;206.9;2019-03
NJ;206.9;2019-04
NJ;206.9;2019-05
NJ;206.9;2019-06
NJ;206.9;2019-07
NJ;206.9;2019-08
NJ;206.9;2019-09
NJ;206.9;2019-10
NJ;206.9;2019-11
NJ;206.9;2019-12
NM;832.2;2019-01
NM;832.2;2019-02
NM;832.2;2019-03
NM;832.2;2019-04
NM;832.2;2019-05
NM;832.2;2019-06
NM;832.2;2019-07
NM;832.2;2019-08
NM;832.2;2019-09
NM;832.2;2019-10
NM;832.2;2019-11
NM;832.2;2019-12
NY;358.6;2019-01
NY;358.6;2019-02
NY;358.6;2019-03
NY;358.6;2019-04
NY;358.6;2019-05
NY;358.6;2019-06
NY;358.6;2019-07
NY;358.6;2019-08
NY;358.6;2019-09
NY;358.6;2019-10
NY;358.6;2019-11
NY;358.6;2019-12
NC;371.8;2019-01
NC;371.8;2019-02
NC;371.8;2019-03
NC;371.8;2019-04
NC;371.8;2019-05
NC;371.8;2019-06
NC;371.8;2019-07
NC;371.8;2019-08
NC;371.8;2019-09
NC;371.8;2019-10
NC;371.8;2019-11
NC;371.8;2019-12
ND;284.6;2019-01
ND;284.6;2019-02
ND;284.6;2019-03
ND;284.6;2019-04
ND;284.6;2019-05
ND;284.6;2019-06
ND;284.6;2019-07
ND;284.6;2019-08
ND;284.6;2019-09
ND;284.6;2019-10
ND;284.6;2019-11
ND;284.6;2019-12
OH;293.2;2019-01
OH;293.2;2019-02
OH;293.2;2019-03
OH;293.2;2019-04
OH;293.2;2019-05
OH;293.2;2019-06
OH;293.2;2019-07
OH;293.2;2019-08
OH;293.2;2019-09
OH;293.2;2019-10
OH;293.2;2019-11
OH;293.2;2019-12
OK;431.8;2019-01
OK;431.8;2019-02
OK;431.8;2019-03
OK;431.8;2019-04
OK;431.8;2019-05
OK;431.8;2019-06
OK;431.8;2019-07
OK;431.8;2019-08
OK;431.8;2019-09
OK;431.8;2019-10
OK;431.8;2019-11
OK;431.8;2019-12
OR;284.4;2019-01
OR;284.4;2019-02
OR;284.4;2019-03
OR;284.4;2019-04
OR;284.4;2019-05
OR;284.4;2019-06
OR;284.4;2019-07
OR;284.4;2019-08
OR;284.4;2019-09
OR;284.4;2019-10
OR;284.4;2019-11
OR;284.4;2019-12
PA;306.4;2019-01
PA;306.4;2019-02
PA;306.4;2019-03
PA;306.4;2019-04
PA;306.4;2019-05
PA;306.4;2019-06
PA;306.4;2019-07
PA;306.4;2019-08
PA;306.4;2019-09
PA;306.4;2019-10
PA;306.4;2019-11
PA;306.4;2019-12
RI;221.1;2019-01
RI;221.1;2019-02
RI;221.1;2019-03
RI;221.1;2019-04
RI;221.1;2019-05
RI;221.1;2019-06
RI;221.1;2019-07
RI;221.1;2019-08
RI;221.1;2019-09
RI;221.1;2019-10
RI;221.1;2019-11
RI;221.1;2019-12
SC;511.3;2019-01
SC;511.3;2019-02
SC;511.3;2019-03
SC;511.3;2019-04
SC;511.3;2019-05
SC;511.3;2019-06
SC;511.3;2019-07
SC;511.3;2019-08
SC;511.3;2019-09
SC;511.3;2019-10
SC;511.3;2019-11
SC;511.3;2019-12
SD;399;2019-01
SD;399;2019-02
SD;399;2019-03
SD;399;2019-04
SD;399;2019-05
SD;399;2019-06
SD;399;2019-07
SD;399;2019-08
SD;399;2019-09
SD;399;2019-10
SD;399;2019-11
SD;399;2019-12
TN;595.2;2019-01
TN;595.2;2019-02
TN;595.2;2019-03
TN;595.2;2019-04
TN;595.2;2019-05
TN;595.2;2019-06
TN;595.2;2019-07
TN;595.2;2019-08
TN;595.2;2019-09
TN;595.2;2019-10
TN;595.2;2019-11
TN;595.2;2019-12
TX;418.9;2019-01
TX;418.9;2019-02
TX;418.9;2019-03
TX;418.9;2019-04
TX;418.9;2019-05
TX;418.9;2019-06
TX;418.9;2019-07
TX;418.9;2019-08
TX;418.9;2019-09
TX;418.9;2019-10
TX;418.9;2019-11
